Date,Type,Registration,Operator,Fat.,Location,narrative,sources,phase,nature,departure_airport,destination_airport,country,location_detailed,category_code,category_name,confidence_score,classification_reason
2 Jan 2010,Swearingen SA227-AC Metro III,N227ML,Locair,0,"Somerset-Lake Cumberland Regional Airport, KY (SME)","A Swearingen SA227AC Metro III, N227ML, ran off the side of runway 23 during landing roll at the Somerset-Lake Cumberland Regional Airport, KY (SME). The airplane sustained substantial damage. The flight was operated by Locair, as flight 151, an on-demand air taxi flight, with an instrument flight rules (IFR) flight plan filed. Visual meteorological conditions (VMC) prevailed at the time of the accident. The flight originated from Baltimore/Washington International Thurgood Marshall Airport (BWI) at 13:20, the same day.According to the pilot, during landing roll, the nose wheel locked, causing the airplane to veer right. He countered with full left rudder, but was unable to bring the airplane under control. The airplane departed the runway on the north side, crossed the taxiway, and went down a small embankment. The airplane came to rest against the airportÂs boundary fence.Examination of the airplane by a Federal Aviation Administration (FAA) inspector found the airplane substantially damaged with the right wing folded back just outboard of the right wing flap.PROBABLE CAUSE: ""Damaged wiring in the nosewheel steering harness, which resulted in a loss of control during landing. Contributing to the accident was the pilots' improper touchdown point.""",,Landing,Passenger - Scheduled,"Baltimore/Washington International Thurgood Marshall Airport, MD (BWI/KBWI)","Somerset-Lake Cumberland Regional Airport, KY (SME/KSME)",,"Somerset-Lake Cumberland Regional Airport, KY (SME) -United States of America",RE,Runway Excursion,0.95,"The aircraft ran off the side of the runway during the landing roll, which is consistent with the definition of a runway excursion."
2 Jan 2010,Boeing 727-231F Super 27,9Q-CAA,Compagnie Africaine d'Aviation - CAA,0,Kinshasa-N'Djili Airport (FIH),"A Boeing 727, operated by Compagnie Africaine d'Aviation - CAA, sustained substantial damage following a runway excursion on landing at Kinshasa-N'Djili Airport (FIH), D.R. Congo.The airplane reportedly landed in very heavy rain and substantial standing water on runway 06 and slid off the side of the runway. It was suspected that improper removal of the tailskid following a landing incident on December 31 caused a loss of hydraulic pressure shortly after takeoff. The flight circled the field for two hours before they carried out an emergency landing.",,Landing,Cargo,Kinshasa-N'Djili Airport (FIH/FZAA),,,Kinshasa-N'Djili Airport (FIH) -Congo (Democratic Republic),RE,Runway Excursion,0.95,"The report describes an aircraft sliding off the side of the runway during landing, which is a clear indication of a runway excursion."
4 Jan 2010,Antonov An-12BK,ST-AQQ,El Magal Aviation,0,Heglig Airport (HEG/HSHG),"An Antonov 12B, ST-AQQ, sustained substantial damage in a landing accident at Heglig, Sudan. The airplane suffered an undercarriage collapse and damage to the no. 1, 2 and 4 propellers. There were no injuries.Magal Flight 100 departed Khartoum (KRT), Sudan at 07:38 with 13 tons of cargo on board, bound for Heglig, Sudan.The airplane touched down on the gravel, 16 meters short of the runway. It struck concrete blocks, runway lights and then bounced. It impacted the runway nose-first. The captain ordered the props to be unlocked so they would go into ground fine pitch. However, the throttle of engine no. 4 was still at 42% with the other engines below 20%.An asymmetric thrust condition occurred as the no. 4 engine consequently did not go into ground fine pitch. This caused the plane to drift to the left side. It passed over a gravel road, then lost the left main landing gear, turned to left and broke the right hand main landing gear and nose gear before it stopped.Main Cause:1- Landing short of the runway beginning.2- The flight engineer unlocked props I, II, III at throttle position < 20Â° UPRT and No IV engine at 40Â° UPRT.Contributory Cause:- Unrectification of nose wheel and main landing gear crack as recommended by the manufacturer.",,Landing,Cargo,Khartoum-Civil Airport (KRT/HSSS),Heglig Airport (HEG/HSHG),,Heglig Airport (HEG/HSHG) -Sudan,USOS,Undershoot/Overshoot,0.95,"The aircraft touched down significantly before the intended touchdown zone, impacting concrete blocks and runway lights, which led to the subsequent damage and undercarriage collapse."
5 Jan 2010,Learjet 35A,N720RA,Royal Air Freight,2,"ca 2,5 km S of Chicago-Executive Airport, IL (PWK)","A Learjet plane, operating as Royal Air Freight flight RAX988, was destroyed when it impacted water and terrain while maneuvering to final approach to runway 34 at Chicago Executive Airport (PWK). The wreckage came to rest on the west bank of the Des Plaines River, in a forest preserve south of the airport. Both pilots were killed in the accident.The flight departed Pontiac-Oakland County International Airport, MI (PTK) at 13:35 and was scheduled to pickup cargo at Chicago-Executive Airport, IL (PWK).During the descent and 14 minutes before the accident, the airplane encountered a layer of moderate rime ice. The captain, who was the pilot flying, and the first officer, who was the monitoring pilot, made multiple statements which were consistent with their awareness and presence of airframe icing. After obtaining visual flight rules conditions, the flight crew cancelled the instrument flight rules clearance and continued with a right, circling approach to runway 34. While turning into the base leg of the traffic pattern, and 45 seconds prior to the accident, the captain called for full flaps and the engine power levers were adjusted several times between 50 and 95 percent. In addition, the captain inquired about the autopilot and fuel balance. In response, the first officer stated that he did not think that the spoilerons were working. Shortly thereafter, the first officer gave the command to add full engine power and the airplane impacted terrain.There was no evidence of flight crew impairment or fatigue in the final 30 minutes of the flight. The cockpit voice recorder showed multiple instances during the flight in which the airplane was below 10,000 feet mean sea level that the crew was engaged in discussions that were not consistent with a sterile cockpit environment, for example a lengthy discussion about Class B airspeeds, which may have led to a relaxed and casual cockpit atmosphere. In addition, the flight crew appears to have conducted checklists in a generally informal manner. As the flight was conducted by a Part 135 operator, it would be expected that both pilots were versed with the importance of sterile cockpit rules and the importance of adhering to procedures, including demonstrating checklist discipline.For approximately the last 24 seconds of flight, both pilots were likely focusing their attention on activities to identify and understand the reason for the airplane's roll handling difficulties, as noted by the captain's comment related to the fuel balance. These events, culminating in the first officer's urgent command to add full power, suggested that neither pilot detected the airplane's decaying energy state before it reached a critical level for the conditions it encountered.PROBABLE CAUSE: ""A loss of control for undetermined reasons.""",,Approach,Ferry/positioning,"Pontiac-Oakland County International Airport, MI (PTK/KPTK)","Chicago-Executive Airport, IL (PWK/KPWK)",,"ca 2,5 km S of Chicago-Executive Airport, IL (PWK) -United States of America",LOC-I,Loss of Control - In Flight,0.95,"The report describes a loss of control of the aircraft while in flight, leading to a crash. The probable cause indicates a loss of control for undetermined reasons, which aligns with the LOC-I category."
6 Jan 2010,Beechcraft C99 Commuter,N206AV,Ameriflight,0,"Kearney Regional Airport, NE (EAR)","A Beech C99 airplane, N206AV, was substantially damaged during a hard landing following an instrument approach in instrument meteorological conditions at Kearney Municipal Airport (EAR), Kearney, Nebraska. The commercial pilot was not injured. The cross-country flight originated at Omaha-Eppley Airfield, NE (OMA).The pilot reported the airplane picked up light to moderate icing on approach and he cycled the de-icing boots once prior to the final approach fix. He said he was established on the instrument landing system (ILS) approach to runway 36 at 120 knots indicated airspeed, configured with gear and 30 degrees flaps, when he broke out of the weather about 250 feet above ground level (AGL). He estimated the approach brought the airplane 60 feet right of the runway centerline when he broke out of the weather, so he made a correction to align with the runway. He said when the airplane was wings level and about 25 feet above the runway ""the left wing stopped flying"" and the airplane landed hard on the left main landing gear. During post flight inspection of the airplane there was 3/8 to 1/2 inch of ice on the airplane wings.Examination of the airplane revealed the number one propeller tips were bent and the left wing rear spar was bent inboard of the number one engine.PROBABLE CAUSE: ""The failure of the pilot to maintain adequate airspeed during the approach resulting in a stall. Contributing to the accident was the accumulation of structural icing during the flight.""",,Landing,Cargo,"Omaha-Eppley Airfield, NE (OMA/KOMA)","Kearney Regional Airport, NE (EAR/KEAR)",,"Kearney Regional Airport, NE (EAR) -United States of America",ARC,Abnormal Runway Contact,0.9,"The report describes a hard landing involving abnormal runway contact, which aligns with the definition of the ARC category. The contributing factors such as icing and stall during the approach further support this classification."
6 Jan 2010,Cessna 208B Grand Caravan,A2-AKG,Mack Air,0,"Piajo Airstrip, Chief's Island, Okavango Delta","The aircraft suffered a loss of engine power on takeoff and crashed in a wet flood plain and overturned. Some injuries to the passengers on board, one of whom suffered a broken hip.",,Take off,Passenger - Non-Scheduled/charter/Air Taxi,Piajo Airstrip,Maun Airport (MUB/FBMN),,"Piajo Airstrip, Chief's Island, Okavango Delta -Botswana",SCF-PP,System/Component Failure or Malfunction (Powerplant),0.95,"The report describes a loss of engine power during takeoff, which is indicative of a powerplant system or component failure."
7 Jan 2010,Saab 340A,C6-SBE,SkyBahamas Airlines,0,Nassau-Lynden Pindling International Airport (NAS),"A Saab 340A turboprop plane was damaged when the undercarriage retracted as it was standing on the apron of the Nassau-Lynden Pindling International Airport (NAS), Bahamas. Two crew members were on board, preparing the airplane for a scheduled service to Marsh Harbour International Airport (MHH).",,Standing,Passenger - Scheduled,Nassau-Lynden Pindling International Airport (NAS/MYNN),Marsh Harbour International Airport (MHH/MYAM),,Nassau-Lynden Pindling International Airport (NAS) -Bahamas,RAMP,Ground Handling,0.95,The incident occurred while the aircraft was standing on the apron and involved damage to the undercarriage during ground handling operations.
8 Jan 2010,Dassault Falcon 20C,XA-PCC,Aerotaxis Dos Mil,0,"Vail-Eagle County Airport, CO (EGE)","A Dassault Falcon 20 corporate jet, registered in Mexico as XA-PCC, was damaged in a runway excursion during takeoff from Eagle County Airport, CO (EGE).Takeoff was aborted when the airplane blew the left main gear tyre. The captain was unable to stop the airplane in the distance remaining. The airplane proceeded past the departure end of the runway and past the overrun area, 400 feet, into deep snow. Both landing gear collapsed and the right wing was buckled.PROBABLE CAUSE: ""The flight crewÂs improper preflight inspection and failure to remove the main landing gear wheel chock, resulting in damage and subsequent failure of the main landing gear tire during the takeoff roll.""",,Take off,Executive,"Vail-Eagle County Airport, CO (EGE/KEGE)",Chihuahua-Gen Fierro Villalobos Airport (CUU/MMCU),,"Vail-Eagle County Airport, CO (EGE) -United States of America",RE,Runway Excursion,0.95,"The aircraft departed the end of the runway surface during takeoff, which is consistent with the definition of a runway excursion."
10 Jan 2010,Airbus A319-131,N816UA,United Airlines,0,"Newark-Liberty International Airport, NJ (EWR)","An Airbus A319-131, registered N816UA, was damaged when it landed at Newark-Liberty International Airport, NJ (EWR) with its right hand main landing gear retracted. The occupants were evacuated using the emergency slides.United Airlines flight UA634 departed Chicago-O'Hare International Airport, IL (ORD) left the gate at 05:51 on a domestic passenger flight to Newark-Liberty International Airport, NJ (EWR). The flight was expected to land at Newark about 09:00 local time. While on finals, about 08:54 the crew apparently experienced problems getting the undercarriage down and locked. The crew carried out a missed approach and climbed to an altitude of 2000 feet. The flight circled the area West of the airport before a new approach was carried out to runway 04L. The airplane landed with the right main gear retracted and came to rest on the runway with the no. 2 engine touching the runway surface.PROBABLE CAUSE: ""A mechanical failure of internal components of the right main landing gear door actuator resulting in the flight crew being unable to fully extend the right main landing gear using the normal and alternate procedures.Contributing to this incident was a circular reference in the company Flight Manual in which the Landing Gear Gravity Extension checklist referred back to the Landing Gear Unsafe Indication After Extension checklist rather than the Landing Gear - Partial Gear or Gear Up Landing checklist.""",,Landing,Passenger - Scheduled,"Chicago-O'Hare International Airport, IL (ORD/KORD)","Newark-Liberty International Airport, NJ (EWR/KEWR)",,"Newark-Liberty International Airport, NJ (EWR) -United States of America",ARC,Abnormal Runway Contact,0.95,"The report describes an incident where the aircraft landed with its right main landing gear retracted, resulting in abnormal contact with the runway surface."
13 Jan 2010,de Havilland Canada DHC-8-102,5Y-EMD,"ECHO Flight, lsf CMC Aviation",0,Moba Airport (BDV),,,Landing,Passenger - Non-Scheduled/charter/Air Taxi,Nairobi (unknown airport),Moba Airport (BDV/FZRB),,Moba Airport (BDV) -Congo (Democratic Republic),UNK,Unknown or Undetermined,0.5,The report lacks sufficient information to classify the occurrence into a specific category.
