Date,Type,Registration,Operator,Fat.,Location,narrative,sources,phase,nature,departure_airport,destination_airport,country,location_detailed,category_code,category_name,confidence_score,classification_reason
1 Jan 2005,Cessna 551 Citation II/SP,N35403,Jet Services,0,"Ainsworth Airport, NE (ANW)","At 11:13 the Citation airplane was cleared for the GPS runway 17 instrument approach into Ainsworth. The airplane started to accumulate ice around 4,000 feet msl during the approach. As the plane descended out of IMC between 300 and 400 feet agl the cockpit windows were obscured by the accumulation of ice and the pilot elected to land the airplane instead of executing the published missed-approach procedure. On finals the Cessna contacted terrain about 439 feet south of the departure end of runway 17. The aircraft traveled north about 18 feet prior to contacting an airport access road. The aircraft then became airborne and touched down for the second time after traveling north about 54 feet. The aircraft then slid in a right arc about 700 feet and came to rest parallel to a closed northeast/southwest runway.PROBABLE CAUSE: ""The pilot's decision to continue below the minimum descent altitude (MDA) and his failure to fly the published missed-approach procedure. A factor to the accident was the pilot's improper use of windshield heat which resulted in the windshield becoming obscured with ice during the instrument approach in icing conditions.""",,Landing,Private,"Reading Municipal Airport/Spaatz Field, PA (RDG/KRDG)","Ainsworth Airport, NE (ANW/KANW)",,"Ainsworth Airport, NE (ANW) -United States of America",ICE,Icing,0.9,"The report describes the accumulation of ice on the aircraft during the approach, which obscured the cockpit windows and contributed to the pilot's decision to land instead of executing the missed-approach procedure. This indicates that icing was a significant factor in the occurrence."
4 Jan 2005,Boeing 737-2A9C,PK-YGM,Tri-MG Intra Asia Airlines,0,Banda Aceh-Blang Bintang Airport (BTJ),"The airplane was part of the relief operation to the tsunami stricken area of Banda Aceh. The airplane reportedly struck a water buffalo on the runway, causing the left undercarriage to collapse.",,Landing,Cargo,,Banda Aceh-Blang Bintang Airport (BTJ/WITT),,Banda Aceh-Blang Bintang Airport (BTJ) -Indonesia,RI-A,Runway Incursion - Animal,0.95,"The report describes an incident where the aircraft struck a water buffalo on the runway during landing, which constitutes an animal presence on the runway and fits the definition of a runway incursion involving animals."
6 Jan 2005,Canadair CL-600-2B19 Regional Jet CRJ-200ER,VT-SAL,Air Sahara,0,Goa-Dabolim Airport (GOI),"An Air Sahara Canadair RJ suffered right main landing gear collapse after touchdown at Goa, India. None of the four crew members of flight 2200, a ferry flight, were injured. The runway was blocked for about eight hours.",,Landing,Ferry/positioning,,Goa-Dabolim Airport (GOI/VAGO),,Goa-Dabolim Airport (GOI) -India,ARC,Abnormal Runway Contact,0.95,"The report describes a landing incident involving the collapse of the right main landing gear after touchdown, which falls under abnormal runway contact."
6 Jan 2005,Antonov An-32,PNP-234,Policía Nacional del Perú,0,Andahuaylas Airport (ANS),The right hand main undercarriage collapsed following a heavy landing and the aircraft swung off runway 06. It was due to pick up a load of prisoners. Both pilots were seriously injured.,,Landing,Military,Lima-Jorge ChÃ¡vez International Airport (LIM/SPIM),Andahuaylas Airport (ANS/SPHY),,Andahuaylas Airport (ANS) -Peru,ARC,Abnormal Runway Contact,0.95,"The report describes a heavy landing that resulted in the collapse of the right hand main undercarriage and the aircraft swinging off the runway, which fits the description of abnormal runway contact."
8 Jan 2005,Boeing 737-724,N16732,Continental Airlines,0,"Gunnison-Crested Butte Regional Airport, CO (GUC/KGUC)","According to the captain, after landing on runway 06, they rolled out and turned off on A8 taxiway. While taxiing westbound to the gate, airport operations requested him to hold on the taxiway between A4 and A5, to give a Delta Air Lines pushback crew some room to move another airplane. After stopping, he set the brakes, and made a passenger announcement. Approximately 3 minutes later, the airplane was struck from the left rear by a snowplow. The force of the impact pushed the left main landing gear forward approximately 10 feet, turning the airplane to the right as it rotated about its right main landing gear. The captain stated that he shut down the engines, requested an assessment from the flight attendants, and told the first officer to call for fire equipment. He then surveyed the damage from the cockpit window and aft galley service door window. By that time, the snowplow had backed off to the east approximately 50 yards. The captain stated that the airport visibility was reported at 2 miles. However, he could see the Western State ""W"" on a hill, approximately 2.5 miles south of the airport. After an assessment of the damage and confirmation from the fire crew that it was safe, the airplane was towed to the ramp and the passengers were deplaned with the airstairs. The snow plow operator stated visibility was poor.  He said he was unsure of where the airplane was.  As he was plowing the taxiway ""out of nowhere was the 737.""  The driver applied brakes, but it was too late.  Following the accident, the airport made several changes to its operating procedures with respect to snowplow operations and radio communications with airport vehicles.Probable Cause: the snowplow driver's failure to see the airplane during plowing operations.  Factors contributing to the accident were the snowplow driver's excessive speed and the snow.",,Taxi,Passenger - Scheduled,"Houston-George Bush Intercontinental Airport, TX (IAH/KIAH)","Gunnison-Crested Butte Regional Airport, CO (GUC/KGUC)",,"Gunnison-Crested Butte Regional Airport, CO (GUC/KGUC) -United States of America",GCOL,Ground Collision,0.95,"The report describes a collision between an aircraft and a snowplow while the aircraft was on a taxiway, which fits the definition of a ground collision involving an aircraft and a ground vehicle."
8 Jan 2005,McDonnell Douglas DC-9-83 (MD-83),VP-BGI,Aero República,0,Cali-Alfonso B. Aragon Airport (CLO),"Aero RepÃºblica flight 7463 arrived at Cali following a flight from Cartagena. After touchdown on the 9842 feet long runway 19 the aircraft apparently overran the runway, coming to rest 800 feet past the end. The main and nose undercarriage were sheared off and the nose came to rest against a small perimeter fence.CAUSAS PROBABLES: ""El accidente se produjo por una cadena de errores y fallas cuyo inicio fue el de aceptar y efectuar un descenso apresurado que indujo a omitir puntos esenciales en la lista de chequeo como, el arme de los Spoilers, excesivas ratas de descenso y velocidades y configuraciÃ³n defectuosa lo que llevÃ³ a colocar la aeronave en la pista en condiciones anormales y a 862 mts del lugar normal de sentada de ruedas.Esto conllevÃ³ a propiciar unas condiciones en el tren de aterrizaje principal derecho que indujeron a una vibraciÃ³n que no pudo ser controlada por el amortiguador diseÃ±ado par a neutralizarlas (Shimmy Damper), permitiendo cargas superiores a la resistencia de la tijera, la cual se rompiÃ³, propiciando la secuencia de daÃ±os posteriores.""English translation (unofficial)PROBABLE CAUSES: ""The accident was caused by a chain of errors and mistakes which began by accepting and carrying out a hasty descent that led to the omission of key points in the checklist such as the arming of the Spoilers, excessive descent rate and speed and a configuration that led to faulty placement of the aircraft on the runway in abnormal conditions and 862 meters from the normal touchdown pount.These conditions caused a vibration of the right main landing gear that could not be controlled by the Shimmy Damper, allowing higher loads to the strength of the undercarriage, which broke.""",,Landing,Passenger - Scheduled,Cartagena-Rafael NÃºÃ±ez Airport (CTG/SKCG),Cali-Alfonso Bonilla AragÃ³n Airport (CLO/SKCL),,Cali-Alfonso B. Aragon Airport (CLO) -Colombia,RE,Runway Excursion,0.95,"The aircraft overran the runway during the landing phase, coming to rest 800 feet past the end of the runway. This fits the definition of a runway excursion."
8 Jan 2005,Antonov An-12,9Q-CIH,Services Air,6,Bukalaza,"A Service Air Ltd. Antonov 12 cargo plane departed Entebbe Airport at 12:48 with destination Kinshasa. The plane carried humanitarian relief items. After takeoff engine problems forced the crew to return to Entebbe. The aircraft crashed in a forest some 6nm (11 km) from the airport.Investigation revealed that Service Air neither had an Air Service License nor an Air OperatorÂs Certificate, nor did they meet the minimum requirements for such operations. For instance, the company had no record of maintenance and no quality controls. There was no records on licensing and training of the crew members or the insurance for the operations. The airplane was found to have crashed due to engine failure and the plane being loaded outside the weight and balance safety envelope.",,Approach,Cargo,Entebbe Airport (EBB/HUEN),Kinshasa (unknown airport),,Bukalaza -Uganda,SCF-PP,System/Component Failure or Malfunction (Powerplant),0.9,"The primary cause of the crash was identified as engine failure, which falls under the category of powerplant system/component malfunction."
9 Jan 2005,Grumman American G-1159 Gulfstream II,N74RQ,"Icon Health and Fitness, lsf CFS Air",0,"Logan-Cache Airport, UT (LGU)","A Gulfstream II corporate jet, N74RQ, was substantially damaged when it departed the runway and impacted a snow bank during landing roll at Logan-Cache Airport (LGU), Utah. Night instrument meteorological conditions prevailed at the time of the accident. There were no injuries. The cross-country flight originated at Kansas City (MKC), Missouri, approximately 17:30.According to a written statement submitted by the captain, they had flown the GPS approach to runway 35. When they did not see the runway or runway environment they initiated a missed approach. During the missed approach procedure, they were able to see the first 4 to 5 thousand feet on the approach end of runway 17. They ""elected to circle to the north west to set up for a visual approach to runway 17."" The captain stated that the approach was ""slightly high and as a result, the flare was a bit higher than normal."" The airplane entered the fog layer just prior to touchdown. The captain stated that during the landing flare the airplane drifted to the left and ""the aircraft settled onto the runway to the left of centerline and shortly thereafter the left main gear impacted a snow berm."" The airplane turned hard to the left and departed the runway. The nose gear separated, the radome was crushed and the cockpit pressure bulkhead was compromised. An examination of the airplane's systems, conducted by the FAA, revealed no anomalies.PROBABLE CAUSE: ""The pilot's improper IFR operation by which he failed to comply to the missed approach procedure, and his improper evaluation of the weather resulting in an encounter with fog and his loss of visual contact with the runway during the landing.""",,Landing,Executive,"Kansas City-Charles B. Wheeler Downtown Airport, MO (MKC/KMKC)","Logan-Cache Airport, UT (LGU/KLGU)",,"Logan-Cache Airport, UT (LGU) -United States of America",RE,Runway Excursion,0.95,"The report describes an incident where the aircraft departed the runway during the landing roll, which aligns with the definition of a runway excursion."
11 Jan 2005,de Havilland Canada DHC-6 Twin Otter 300,HP-1281APP,Aeroperlas,0,Panama-Albrook Marcos A. Gelabert Airport (BLB),"The aircraft, a  DHC-6 Twin Otter, was taxiing from the main apron of Marcos A. Gelabert Airport towards the threshold of runway 36 for a flight to ChitrÃ©. During taxiing, the captain noticed that the nose wheel steering lever was stiffer than normal. Despite this, he continued to taxi, but because the lever remained stiff, he decided to contact the company operations and the Control Tower to return to the platform. On returning, at the turn between taxiways echo and alpha, the captain lost the effectiveness of the brakes and steering, causing the aircraft to crash into the hangar of the Mapiex company, damaging the aircraft and the wall of the hangar.CONCLUSIONS:The cause of the accident was due to a failure in the hydraulic system's pump pressure, which made it impossible for the crew to control the aircraft's braking and steering. The captain should have taken corrective actions and safety measures to prevent the loss of control and the impact with the hangar wall.",,Taxi,Passenger,Balboa-PanamÃ¡ PacÃ­fico International Airport (BLB/MPPA),ChitrÃ© Airport (CTD/MPCE),,Panama-Albrook Marcos A. Gelabert Airport (BLB) -Panama,GCOL,Ground Collision,0.95,"The incident involved a collision with a hangar while the aircraft was taxiing, which fits the definition of a ground collision."
12 Jan 2005,Beechcraft B300 King Air,N350CS,"Cbi, Inc.",0,"Jacksonville, Florida","The pilot obtained three preflight weather briefings for the accident flight. The first weather briefing was the evening before the flight, while the last two were obtained the morning of the accident flight. The accident flight departed and ATIS information was obtained when the flight was approximately 30 miles from the destination airport. The ATIS at that time indicated scattered clouds existed at 100 feet with 2 miles visibility. The flight continued and after passing the final approach fix during the ILS approach to runway 32, the tower controller advised the flight crew of an indefinite ceiling of 100 feet with 3/4 mile visibility, with the visibility being supplemented by the ground controller who is a National Weather Service train weather observer, from the previous weather observation taken at 0807. The audible alarm for the ASOS monitor was on at the time of the accident. The ASOS monitor was located due east from the center of the tower cab near the ground control position, while the local control position was located north-northwest from the center of the tower cab.  At 0826, a special METAR weather observation was taken indicating the visibility was 1/4 statute mile with fog, and a vertical visibility was 100 feet; the special observation was not provided to the flight crew.  At the time the special METAR was taken, the airplane was inside the final approach fix and at an altitude less than 459 feet above ground level. The pilot advised he was flying the airplane at Vref plus 4 knots, and both he and copilot reported the runway environment became visible when the flight was approximately 200 feet agl.  During the flare for landing, the flight entered heavy fog.  The pilot further reported that he could not determine the point of touchdown; however, while on the ground, the airplane passed the 1000 foot-remaining marker. Full braking and reverse was applied; however, the airplane traveled off the end of the runway onto wet grass and collided with a localizer antenna 557 feet past the departure end of the runway. The pilot further reported there was no preimpact failure or malfunction of the aircraft, aircraft systems, or engines. He also reported that the reason for the overrun was not due to the additional 4 knots, but was due to the fact that while flaring to land with the engines spool down, full flaps extended, and the indicated airspeed below Vmc, fog rolled over the runway severely limiting my view of it.  As a result he had to ""... feel for the runway"" which extended the touchdown point resulting in insufficient runway to stop.Probable Cause: The pilot's failure to perform a missed approach after losing sight of the runway and the misjudgment of distance on the runway which resulted in an overrun.  A contributing factor was the fog.",,Unknown,Executive,"Stuart-Witham Field, FL (SUA/KSUA)","Jacksonville Executive at Craig Airport, FL (CRG/KCRG)",,"Jacksonville, Florida -United States of America",RE,Runway Excursion,0.95,"The report describes an incident where the aircraft traveled off the end of the runway during landing, which is consistent with the definition of a runway excursion."
